,content,,,,,,,,,,,,,,,
20,왠만한 일본공포영화 다 씹어먹음,,,,,,,,,,,,,,,
21,컨저링보다 무섭고 재밌는데 평점이 왤케 낮지?,,,,,,,,,,,,,,,
22,이게 7점대라고? 여태껏 본 공포영화중 원탑인데. 공포영화 수도 없이 많이 봤지만 무서워서 얼른 끝났으면 좋겠다고 생각한건 이 영화가 유일함. 일단 귀신 배우가 너무 기분 나쁘게 생김.. 공포영화의 본분을 생각한다면...,,,,,,,,,,,,,,,
23,어느 영화보다 최고의 공포영화,,,,,,,,,,,,,,,
24,진짜 하 너무 무서워 5년만에 다시봐도 ..  진짜 셔터가갑이다,,,,,,,,,,,,,,,
25,밤에 혼자보다 기절할뻔 함,,,,,,,,,,,,,,,
26,나트렐보다 나트렐 엄마가 더 섬뜩하던데 난,,,,,,,,,,,,,,,
27,나름 무서운 거 잘 본다고 자부하던 사람인데 셔터에겐 패배했던 기억이. 무섭지 않았다고 말하는 사람들이 대단해 보였던 영화.,,,,,,,,,,,,,,,
28,단순히 무섭기도 하지만  슬퍼기도한 공포영화세상 모두가 억울한일없이 행복하게 살다가 나이들어서 죽었음좋겠다,,,,,,,,,,,,,,,
29,솔직히...목이 아니라 어깨가 아파야 되는거 아님?,,,,,,,,,,,,,,,
30,무서워서 이거보다 내친구 똥쌋다....,,,,,,,,,,,,,,,
31,말이필요 없는 최고공포영화,,,,,,,,,,,,,,,
32,이정도면 태국공포영화의 대표라고 할수있다,,,,,,,,,,,,,,,
33,솔직히 지금까지 이것보다 무서운 영화 보질 못했다..,,,,,,,,,,,,,,,
34,진짜 무서움.. 그냥 소리로 깜짝 놀래키는  허접한 3류영화랑 차원이 다름..,,,,,,,,,,,,,,,
35,하도 무섭대서 극장 가서 봤다 여자친구랑... 비명지르면서 의자위로 올라갔다 개쪽 팔렸다. 참고로 주온보면서 비명한번 안질러봤다. 죽을때까지 기억에 남을영화다. 내가 여태 살면서 본 공포영화중에 최고다.,,,,,,,,,,,,,,,
36,초딩떄 애들끼리 불끄고 다같이봤는데 그때집에혼자가기무서워서 친구집에서잤다 ㅠㅠ,,,,,,,,,,,,,,,
37,진짜 무섭게 봤다. 마지막까지 장난이 아닌 영화. 태국 여행후에 보길 잘했다는 ㅠㅠ,,,,,,,,,,,,,,,
38,90분동안 긴장감을 조성하는게 최고임.시간 가는줄 몰랐다. 다만,,,,,,,,,,,,,,,
39,나도... 스릴러+일본공포+한국공포+헐리웃공포....앤간한 공포영화보고 그렇게 무섭다고 느낀적이 없는데....와 근데...이영화 도대체 뭐냐....아...이영화보고 화장실을 못가겠다....후유증이 한달은 가는거 같다...,,,,,,,,,,,,,,,
40,개인적으로 평가보고 봤는데 그렇게 크게 무섭진않았음 나랑 공포코드가 안맞는건지.. 귀신은 확실히 굉장히 소름돋게생겼지만 스토리짜임과 내용이 무섭다기보단 화가나고 통쾌하고 했던것같음 확실히 볼만한 영화긴함.,,,,,,,,,,,,,,,
41,이 영화가 왜 7점대 중반밖에 안 되는지 모르겠다? 쓸데없이 멋부리지 않고 고전적이면서도 진부하지 않고 관객에게 공포를 준다는 공포영화의 본래 역할에 충실한 영화다.,,,,,,,,,,,,,,,
42,이거 쩔지.... 그때 봤었는데... 공포영화는 역시 동남아쪽이 잘만들어 ㅋㅋ,,,,,,,,,,,,,,,
43,종나무서워...귀신 분장 진짜 쩔어...ㅠㅜㅜㅠㅠ개무섭,,,,,,,,,,,,,,,
44,사다리씬 잊지 못한다...,,,,,,,,,,,,,,,
45,중딩때 봤는데... 공포 영화중 여운 top5안에듬.. 걍보셈 중학생 고등학생 필수,,,,,,,,,,,,,,,
46,지금까지 살면서 제일 진짜 제일 진짜 미치도록 무서웠던 영화 1위 ㅠㅠㅠ,,,,,,,,,,,,,,,
47,무서운 것보다는 가슴이 아프다는 생각이 많이 든다...,,,,,,,,,,,,,,,
48,몰입도와 공포는 최고다,,,,,,,,,,,,,,,
49,아니...네이버 평점에 무섭다고 한 리뷰가 많고 이거 보고 안무섭다고 한 사람들 허세부리지 말라고 하는데,,,,,,,,,,,,,,,
50,공포영화잘보는 편인데 진심 밤에 무서워 죽을뻔.. 솔직히 무섭다기 보다는 여자귀신분이 그냥 너무 무섭게 생기셨음..,,,,,,,,,,,,,,,
51,장례식치르고 영화끝난줄 알았는데 끝날때까지 끝난게 아니네.. 그리고 영화 진짜 잘만들었다고생각. 먼가 한국영화처럼 억지스럽지도않고 좀 자연스럽게 흘러감.. 진짜 성폭행범들이 저렇게 영화처럼 당해야됨 나쁜놈들,,,,,,,,,,,,,,,
52,이 영화를 5번 보고나니 담력이 생겼습니다,,,,,,,,,,,,,,,
53,사실 영화는 별로 안무서움 귀신이 무섭다기보다는 불쌍해보임,,,,,,,,,,,,,,,
54,여주들만 불쌍 ㅠ 나쁜새키들하고 역여서 ㅠㅠ이유를 알고나니 무섭기보단 짠했고 귀신을 응원하고 있었음 지금 봐도 재밌음 !!!! 여름은 무서운 영화지~~,,,,,,,,,,,,,,,
55,불꺼놓고 혼자보셈ㄷㄷ..,,,,,,,,,,,,,,,
56,시대를 막론하고 공포영화 원탑이라 생각함 스토리를 제외하고서라도 공포란 글자만으로도 너무나 충분하다15년이 지난 지금도 머리에 박혀있는 셔터 귀신....다시볼 자신이 없다,,,,,,,,,,,,,,,
57,역시 공포영화는 태국이 갑~! 일본 공포는 분위기로 몰고 가고 미국영화는 고어로 몰고 가는데. 태국 영화는 그딴거 없고 그냥 혼비백산 ㅋㅋㅋ,,,,,,,,,,,,,,,
58,군대에서  단체로  보다가 다들   근무 못나간다고햇던 기억난다 ㅋㅋ개지리고  뒤로자빠지고   이거튼  후임   기억에서  사라질때까지  갈굼당함,,,,,,,,,,,,,,,
59,이거보고나면 그냥 나머지공포영화는 귀엽지 꼭 소리키고보세요 국제영화제 음향상 받았음  사운드 예술임,,,,,,,,,,,,,,,
60,아오;;;;욕나게 무서움 남자인 내가 무서워서 처음으로 채널 잠시 딴데로 돌린 영화지금봐도 무서울까는 모름,,,,,,,,,,,,,,,
61,으헣,,,,,,,,,,,,,,,
62,몇년전이지만수련회가서 단체로봤는데..와..사운드빵빵해서 진짜무서웠다..,,,,,,,,,,,,,,,
63,11년이 지난 지금 아직도 무섭다. 다시볼려고 다운받았는데 못틀고있다.,,,,,,,,,,,,,,,
64,내가 아는 공포 영화 중 top3안에 든다.,,,,,,,,,,,,,,,
65,더운 여름에 공포영화검색하다 동남아라 가볍게 봤다가 똥쌋다 시..벌,,,,,,,,,,,,,,,
66,26분 35초쯤에 나오는 안경쓴 양반...! 오른쪽 콧구멍의 콧털을 뽑아주고 싶다...ㅠ  은색으로 반짝거리는게 자꾸 생각나요...ㅠㅠㅋ,,,,,,,,,,,,,,,
67,내 인생 최고의 공포영화 이보다 더 무서운 영화는 본적이 없다,,,,,,,,,,,,,,,
68,공포영화로선 최고다 현재까지 따라올 수 있는 영화가없다,,,,,,,,,,,,,,,
69,동남아 최고 공포영화. 그 다음 작품인 샴도 봤지만 셔터가  최고인 듯 합니다,,,,,,,,,,,,,,,
70,내 인생 제일 무서운 영화. 요새 컨저링 등등 많이 나오는데 진짜 이거보단 못됨.,,,,,,,,,,,,,,,
71,아무생각없이 봤다가 오금저렸다 ㅋㅋ 근래 영화보다 훨씬 무섭다 이거보고 잠못잠,,,,,,,,,,,,,,,
72,ㅎㄷㄷ...,,,,,,,,,,,,,,,
73,컨저링이고나발이고 내 인생공포영화임 귀신존나무섭게나옴ㅜ 스토리가탄탄해서 몰입된 상태서 귀신넘나무서워ㅜ,,,,,,,,,,,,,,,
74,공포영화 진짜 잘보는데 내 기준 1위 공포영화,,,,,,,,,,,,,,,
75,한때 공포영화 새벽에 보기를 자주 했었고 뭐 대부분의 공포영화들이 그저 그랬다. 그러다가 셔터를 봤는데...중간에 불을 한번 켰다..다 볼까 말까? 고민하고 불을 끄고 영화를 다 보고나서 다시 불을 켰다...이게 공...,,,,,,,,,,,,,,,
76,내인생 역대최고의 공포영화공포마니아라서 정말 여러영화를 접했지만이만큼 무섭게 연출한 영화는 다시 나오기 힘들듯..,,,,,,,,,,,,,,,
77,중딩때 봤는데 무서워서 진짜 다시보기 싫을정도 ㅋㅋㅋ,,,,,,,,,,,,,,,
78,개무섭다 ㅅㅂ 소름돋고 지릴뻔,,,,,,,,,,,,,,,
79,남자 주인공 인성이 갸쓰레기라 빨리 죽었으면..하던 영화,,,,,,,,,,,,,,,
80,연출미쳤다... 태국 다시봤다..,,,,,,,,,,,,,,,
81,공포영화 좋아하시는 분들한테 강추! 옛날 공포영화들 정주행 하는 중인데 개인적으로 주온 1,,,,,,,,,,,,,,,
82,어제랑종보고 그간 미뤄왔던 대망의 셔터를 봤다..와...진짜..역시 무서움...혼자는못보겄다..2004년도작품이지만 하나도 안촌스럽고 진짜 좀더 나이먹고봐소 다행..ㅜㅜ어릴때봤으믄 더 무서웠을거같당.안보신분들 혼자는...,,,,,,,,,,,,,,,
83,이 영화보면 제목그대로 내머리속에 귀신이미지 박제됨;; 잘려고 하면 드럽게 생각나네…,,,,,,,,,,,,,,,
84,별점 테러범 허세충 쎈척충들 존나 많네,,,,,,,,,,,,,,,
85,이게 몇년이 지난 영화인데 그때 당시엔 진짜 충격적으로 무서운 영화였다..0,,,,,,,,,,,,,,,
86,내용도 훌룡하고 귀신 연출과 연기도 뛰어나다 한국의 쓰레기 공포영화 만든 감독들은 본 받아야한다,,,,,,,,,,,,,,,
87,이거 보고싶은데 유튜브에도 네이버에도 없네 어디서보냐ㅠㅠ,,,,,,,,,,,,,,,
88,어깨위에 올라 타고 있을 때ㅜ진짜 소~~~~름,,,,,,,,,,,,,,,
89,컨저링 애나벨 저리 가라 할 정도,,,,,,,,,,,,,,,
90,셔터 재개봉해주세요ㅠㅠ,,,,,,,,,,,,,,,
91,애나벨보고 나니 제 인생공포영화인 셔터가 생각나서 검색해봅니다. 진짜 너무너무 무섭고 재밌는영화예요!!,,,,,,,,,,,,,,,
92,별로라고 생각하면서 봤는데 컨저링 보고 오니 이 영화가 잘만들었네 ㅋㅋ,,,,,,,,,,,,,,,
93,끈적한 느낌의 공포영화...점부터 끝까지 영화의 분위기가 일관되게 흘러가지만 전혀 지루하지 않았음. 여름에 봐야 제대로 느낄수 있다,,,,,,,,,,,,,,,
94,음향효과는 구리다는 느낌을 받았다. 하지만 심장은 쫄깃했다 ㅎ,,,,,,,,,,,,,,,
95,내가아는최고의공포영화 난 친구들이 공포영화추천해달라하면 무조건이거추천,,,,,,,,,,,,,,,
96,지릴뻔.OO지릴뻔,,,,,,,,,,,,,,,
97,깜놀이 많음=무서움,,,,,,,,,,,,,,,
98,제가 본 공포영화 중 최고였음...,,,,,,,,,,,,,,,
99,집에서 이어폰 끼고 넷플릭스로 셔터보는데 초반에 갑자기 응~아니야~ 라고 한국말로 나와서 나는 당연히 무료로 보는 사이트껄 넷플릭스에서 퍼와서 잡설이 들어갔다고 생각했는데 다시 그 장면을 10번도 넘게 돌렸는데 다시...,,,,,,,,,,,,,,,
100,"호러 매니아입니다.초딩때 나이트메어를 시작으로 왠만한 호러는 다 봤습니다.거의 2~3회씩 다시보기를 즐기고가끔 새벽에 일어나서 헤드폰 끼고 보는걸 즐깁니다.호러영화 인생 딱 1편 다시 안본 영화가 ""셔터...",,,,,,,,,,,,,,,
101,평점 주려고 일부러 로긴했다. 무섭기도 한데 더욱 놀라우건 전개가 상당히 매끄럽고 완성도 또한 완벽에 가깝다. 굉장한 수작이라 생각한다.,,,,,,,,,,,,,,,
102,이 영화때문에 공포영화 끊음...ㄷㄷㄷㄷ,,,,,,,,,,,,,,,
103,아시아에서 탑으로 뽑는 공포영화라고 칭하고싶을정도로 진짜 무서운거 잘보는 사람도 이거 잘 못본다 ㅋㅋㅋ,,,,,,,,,,,,,,,
104,와 살면서 이렇게 소름돋는 영화 처음보네요 정말 강추합니다;;,,,,,,,,,,,,,,,
105,무서운 연출은 없는데  소름끼치는 장면은 여럿있다.  잠은 푹 잠^^,,,,,,,,,,,,,,,
106,이 영화가 무서운 이유는 귀신 역을 맡은 배우의 분장이 너무 무서움 진짜 귀신 얼굴 하나로 먹고 들어가는 영화,,,,,,,,,,,,,,,
107,아직까지도 보기 두려운 공포영화중 하나이다,,,,,,,,,,,,,,,
108,엄청 무섭다고 소문난 영화라 기대하고 봤는데 자극적인 귀신분장 빼고는 솔직히 별로 안 무서웠다. 오늘은 엄마랑 자야겠다.,,,,,,,,,,,,,,,
109,마지막장면이 ㄹㅇ... 개무서웠음 ㅠ,,,,,,,,,,,,,,,
110,무서웠음 갠적으로 추천,,,,,,,,,,,,,,,
111,귀신이 주는 공포 보다는 한 여인의 비극적인 이야기가 핵심이다.,,,,,,,,,,,,,,,
112,공포는 이런게 공포지.. 미국공포물은 공포도 아,,,,,,,,,,,,,,,
113,공포영화는 불 켜놓고 친구들하고 오손도손 마주앉아 나불대며 보고 안무섭네 어쩌네 까부는거 아닙니다,,,,,,,,,,,,,,,
114,공포영화 마니아인데 OO만에 다시봐도 상당히 수작임... 귀신이 너무 정의로워서 귀신을 응원하게 되지만 연출이 진짜 미침... 이 영화는 후반10분이 진짜다,,,,,,,,,,,,,,,
115,dvd방에서 보다가 여자친구 거의 기절함,,,,,,,,,,,,,,,
116,평소에 공포영화 즐겨보는데... 이건 소름돋네요.. 뭐 이딴식으로 무섭고 ㅈㄹ이야 십앵 진짜,,,,,,,,,,,,,,,
117,기저귀10개준비하고보삼,,,,,,,,,,,,,,,
118,진정한 공포. 한마디로 최고.,,,,,,,,,,,,,,,
119,진짜 이건 인정. 보다 짜증날 정도로 무서웠음. 영화관에서 보면서 개후회함. 아직도 이걸 넘는 공포영화는 못봤음,,,,,,,,,,,,,,,
120,셔터..여태까지 본 공포영화중에 제일 무서웠음,,,,,,,,,,,,,,,
121,컨저링 1 2 편 전부 혼자봐도 볼만했는데 이건 도저히 혼자 못봄 ㄷㄷ,,,,,,,,,,,,,,,
122,무섭다 무서워. 한동안 태국말만 들어도 무서웠었다. 아! 귀신 캐스팅을 참 잘했다. 살아있을때도 귀신같아...,,,,,,,,,,,,,,,
123,사람들이 하도 무섭다길래 에이 얼마나 무섭겠어?하고 봤는데 이건 진짜 말이 안나오더라 손발에 식은땀나고 영화 끝나고도 계속 생각나서 밤에 잠을 잘못잠;; 내인생최고로 무서운 영화는 셔터고 스토리 포함한 공포영화 최고...,,,,,,,,,,,,,,,
124,이걸 영화관에서 봤어야했는데..,,,,,,,,,,,,,,,
125,하 영화 더럽네 주온보다 더 더러운영화는 오랜만이다,,,,,,,,,,,,,,,
126,스스로 영화 좀 봤다고 생각하는사람인데  이 영화 상다히 수작이다.,,,,,,,,,,,,,,,
127,상투적인 스토리지만 연출은 기가막힘,,,,,,,,,,,,,,,
128,"나중에 귀신을 응원하게 되는 영화명대사는 화장실에서 ""끝나고 하자""",,,,,,,,,,,,,,,
129,귀신자체만으로도 주온을능가하는 영화지 ㅇㅇ,,,,,,,,,,,,,,,
130,짱 무서워여염.....,,,,,,,,,,,,,,,
131,무섭다ㅠㅠ,,,,,,,,,,,,,,,
132,태국공포영화=셔터,,,,,,,,,,,,,,,
133,소리 막 지르면서 봤어요....  심장 떨리네용....,,,,,,,,,,,,,,,
134,이 영화가 안무섭고 어쩌고를 따지는 사람들에게 물어보고 싶다. 화면 크고 사운드 빵빵한 극장에서 본적이 있노라고..,,,,,,,,,,,,,,,
135,최고다 그냥 최고다 최고!공포 마니아인데.. 이게 공포영화 1위다!다른 공포영화는  솔직히 사운드나 갑자기 튀어나오는걸로 놀라게 만드는데 이건 진짜 공포다 찐 공포다,,,,,,,,,,,,,,,
136,ㅈㄴ무섭다ㅋㅋㅋ 지금까지 본 공포영화중에서 젤무서운듯,,,,,,,,,,,,,,,
137,내 인생 최고의 공포영화,,,,,,,,,,,,,,,
138,고딩때봤는데 보다 책상발로참 개무섭...,,,,,,,,,,,,,,,
139,공포영화 평점 공통적인 특징: 안무서운데?,,,,,,,,,,,,,,,
140,역대급 공포입니다....와....,,,,,,,,,,,,,,,
141,학교에서 보고 죽을뻔,,,,,,,,,,,,,,,
142,태어나서 유일하게 무섭게 본 영화...짱..,,,,,,,,,,,,,,,
143,무서워 짜증나ㅜㅜ 무섭다고 무서위,,,,,,,,,,,,,,,
144,무서운 영화 좋아하는 사람은 무난하게 즐길 수 있겠다. 개인적으로 컨저링보다 낫다,,,,,,,,,,,,,,,
145,유일하게 공포를 느낀 공포영화,,,,,,,,,,,,,,,
146,안무서움 그니깐 안본사람들도 꼭보고 지려라,,,,,,,,,,,,,,,
147,후 하나도 안무서웠고 성폭행 장면이 제일 무서웠다 저런 미친놈 OO도 싸다,,,,,,,,,,,,,,,
148,거북목인 사람은 보지마세요,,,,,,,,,,,,,,,
149,14년전 지금의 와이프와 dvd방에가서 본 영화!.내 평생 본 영화중 가장 무서웠던 영화다.이거 보고 난 이후 다른 공포영화는 애기 장난 같다.모든 영화는 보면서 다음씬을 대충 생각하고 본다.그리고 효과음과 예상되는...,,,,,,,,,,,,,,,
150,개연성이 좀 부족하지만,,,,,,,,,,,,,,,
151,공포영화중 손에 꼽음 사다리씬은 7년이 지나도 잊히질않더라,,,,,,,,,,,,,,,
152,고3때 개봉해서 비디오로 본영화인데 지금와서봐도 태국역사상 가장 최고의 명작 공포영화라고생각한다 스토리완벽 공포완벽 태국최고의 공포영화,,,,,,,,,,,,,,,
153,개인적으로 공포영화 투탑은 주온이랑 셔터 입니다.. 간만에 생각나서 다시 봤는데.. 무서워서 마구마구 넘기면서 봤어요 ㅜ 하..  이시간에 왜 봤을까.. 차 달리던 씬과 목마씬은 알고도 긴장되고 또 무서웠어요 ㅜ,,,,,,,,,,,,,,,
154,이 영화의 장면들은 아직도 머리속에서 생생히 기억남... 이게 진짜 공포 영화다,,,,,,,,,,,,,,,
155,조낸무서움 암실 계단 사다리 ㄷㄷ,,,,,,,,,,,,,,,
156,더 웹툰;예고살인 보기 전에봤던 영환데 상당히 괜찮았음 본래 8점을 줄려했으나 핸드폰에 8,,,,,,,,,,,,,,,
157,올 ㅋ 굿,,,,,,,,,,,,,,,
158,학교 교실에 서른명이서 봐도 무서운 영화. 보고나면 친구들과 우애가 돈독해지는 영화. 공포영화 중 가장 쩔면서 다신 보고 싶지 않은 영화.,,,,,,,,,,,,,,,
159,원래 공포영화 잘 보는 편이 아닌데.. 내가 봤던 공포영화 중에 제일 무서웠음.. 마지막 장면은 아직도 기억남;;,,,,,,,,,,,,,,,
160,공포영화만 2000편 본 사람입니다. 제가 볼 만하다면 진짜 볼 만한 겁니다. 이 영화 볼 만합니다. 리뷰 보지 마시고,,,,,,,,,,,,,,,
161,개무서워 목 나가는줄알았네 ..,,,,,,,,,,,,,,,
162,탄~ 밖에 생각이 안난다.,,,,,,,,,,,,,,,
163,아직까지 이보다 무서운 동양스타일의 공포영화를 본적이 없다,,,,,,,,,,,,,,,
164,안무섭다는 사람 쎈척하지말라고 개무서운데 왜 구지여기서 쎈척하냐고했던사람 리뷰보고 기대하고봤는데...깜짝깜짝만 많지 대체 뭐가 무섭다는건지모르겠음 너무 뻔하고뻔하고 결말도 그냥 그렇고그냥 애나벨이나 컨저링 한번 더 ...,,,,,,,,,,,,,,,
165,이거 대국민 몰카인가요?,,,,,,,,,,,,,,,
166,학창시절에 봤는데  최고의 공포였다. 별점 낮게 주는 사람은 도대체 뭐냐'라고 생각하는 분들이 있다면 다시 한번 셔터를 봐주시길 바랍니다. 본인이 생각했던 극강의 공포물 셔터는 없습니다. 그 시절에 ...,,,,,,,,,,,,,,,
167,나쁜놈들을 죽어서까지 쫒아가서 벌하는 귀신을 응원합니다,,,,,,,,,,,,,,,
168,지렸음...학교에서 다같이 봤는데도 개무서웠음결론: 죄짓고 살지 맙시다,,,,,,,,,,,,,,,
169,영화 마지막장면의 연출법은 꽤나 참신했다.,,,,,,,,,,,,,,,
170,보기드문 훈훈한 결말,,,,,,,,,,,,,,,
171,ㅇ건 진짜 보고 리뷰남겨라.. ㅋㅋㅋㅋ,,,,,,,,,,,,,,,
172,이번 랑종은 별로였지만 셔터만큼은 일본 공포도 이겼었지~ 진짜 제대로 공포를 안겼던 영화!! 처음에 공포영화로 돌아가 주오 님아~~,,,,,,,,,,,,,,,
173,최고의 공포영화라고 생각한다. 그 뒤에 태국영화를 보았지만 이보다 더 무서운 공포영화는 없었다.,,,,,,,,,,,,,,,
174,네이버,,,,,,,,,,,,,,,
175,난 곡성도 무서웟는데 내인생 젤무서웟던 셔터와 곡성이 만난다니 랑종 겁나 무섭지만 또 궁금해서 보고싶눼...,,,,,,,,,,,,,,,
176,21년도에도 이 비슷하게 무서웠던 영화는 없음. 하... 내가 늙은거겠지? 왜 이만큼의 공포가 느껴진 영화가 없으까,,,,,,,,,,,,,,,
177,정말 무서운 영화입니다 엄청난 연출과 소름돋는 배우들의 연기력... 두 눈 똑바로 뜨고 보기엔 너무 무서워서 영화 보는 내내 실눈 상태를 유지하고 말았네요 ㅠ 날씨가 더워지고 있는 요즈음 영화 '셔터'...,,,,,,,,,,,,,,,
178,영화 말고도 살면서 겪어본 모든 것들중에 가장 무서움.,,,,,,,,,,,,,,,
179,젤 무섭게 본 영화가 디아이랑 셔터공포는 태국영화지,,,,,,,,,,,,,,,
180,"그 사람을 사랑했던 안했던 성폭행을 방관하는건 아니지않나ㅋㅋ 보는내내 무서우면서도 화가났던 영화... ""입막음용으로 사진좀 찍어줘!""=니가 찍는순간 니도 공범임 ""나 니친구야!""= 그렇게...",,,,,,,,,,,,,,,
181,2005년 처음 보고 벌써 15년이 지났는데아직도 나에게 가장 무서웠던 영화 탑임 ㅜㅜ가끔 자기전에 생각나서 무서움 ㅠㅠ내 기억에서 잊어져줘라 제발,,,,,,,,,,,,,,,
182,다시봐도 무서워 ㅠㅠ....,,,,,,,,,,,,,,,
183,내 생애 가장 무서운영화...ㄷㄷ,,,,,,,,,,,,,,,
184,ㅅㅂ욕나온다,,,,,,,,,,,,,,,
185,아시아권 공포 영화중 단연 으뜸인듯 제일 무서웠던 작품,,,,,,,,,,,,,,,
186,애들 장난쯤의 공포인 줄 알았지만 오산이었다.,,,,,,,,,,,,,,,
187,호러영화중 5손가락 안에들정도로 공포스러움. 이게 평점이 왜 이렇지. 이해불가.,,,,,,,,,,,,,,,
188,철사다리타고 올라오는 귀신을 아직도 잊을 수 없다.,,,,,,,,,,,,,,,
189,평점이 7점대라니 말도 안돼.,,,,,,,,,,,,,,,
190,무섭다길래 궁금해서 봤다가 부엉이가 돼버렸습니다. 후유증이 한달 가는거 같은데 치료법있나요,,,,,,,,,,,,,,,
191,스토리 무시하고 무서운 영화 찾으면 이게 정답. 엄청 비주얼이 무서워요.  기승전 그냥 무서워요. 완성도와 시나리오도 중요시 하는분이라면 글쎄....,,,,,,,,,,,,,,,
192,갠적으로 한국공포영화 알포인트와 함께 내생애 공포영화 투탑,,,,,,,,,,,,,,,
193,지금까지본 공포영화중 탑3안에 포함,,,,,,,,,,,,,,,
194,아직도 난 이 영화 결말을 모름,,,,,,,,,,,,,,,
195,제일ㅄ같은부심 1술부심 '취했냐? 취했네 ㅋㅋ 난 괜찮은데' 2매운거부심 '야 이게 뭐가 맵냐 하나도 안 맵구만 ㅋㅋ' 3공포부심 '무섭긴 뭐가 무섭냐 ㅋㅋㅋ 난 웃긴데?'...,,,,,,,,,,,,,,,
196,8살때 봐서 그런가 아직도 무섭내;;,,,,,,,,,,,,,,,
197,무서운건 잘 모르겠지만 너무 억지스러운 공포영화가 많아서 이정도면 괜찮은 편인것 같음 그리고 주인공 잡놈은 동정해줄 가치가 없는데 여자친구가 불쌍하다,,,,,,,,,,,,,,,
198,내가 본 공포영화 중 무서움으로 치자면 딴영화 개쳐바를 영화  기대안하고봐서  더무서웠던 영화,,,,,,,,,,,,,,,
199,킬링타임용으로 적합. 귀신이 나오는 장면은 뻔하지만 소리와 비주얼 때문에 알고도 놀란다 ㅋㅋ 처녀귀신물에서 셔터만큼 독보적인 영화도 드물다.,,,,,,,,,,,,,,,
200,마지막 장면과 반전이 제일 기억에 남음,,,,,,,,,,,,,,,
201,무서움걍 앗,,,,,,,,,,,,,,,
202,학창시절에 진짜 무섭게 봤던 기억이 있었음. 넷플에 있길래 이제 30대 중반됐고 다른 공포영화들로 면역키웠으니 괜찮겠지 싶어서 다시 봤음. 근데 역시나 너무 너무 너무 무서움. 원래도 공포영화 잘 못보는 편인데 이건...,,,,,,,,,,,,,,,
203,현재까지 본 공포영화중 가장 무서운 공포영화.,,,,,,,,,,,,,,,
204,DVD방 알바할때 여자3분이 무서운 공포영화 추천해달라해서 이거 틀어줬다가 30분만에 무섭다고 다 뛰쳐놔와서 결국 멜로영화로 바꿔줬던 기억이 나네요ㄷㄷ,,,,,,,,,,,,,,,
205,공포영화중 가장 무섭게 봤음,,,,,,,,,,,,,,,
