,content
244,재밌었어요 여태 컨저링중에 제일 맘에 들어요
245,나쁘진 않은데 솔직히 뻔한 내용이에요...
246,그냥 노잼이다 시간가는줄 알고봤다 ㄹㅇ;;;
247,진짜1도 안무서움.. 가끔 징그러운거나오고 개인적으로는 컨저링이라는 이름값이 아니었다면 안봤을듯
248,귀신이 무슨 총으로 쏴서 죽냐 후ㅡㅡ 내돈...
249,ㅈㄴ 무서웠음 ㄷㄷㄷ 이영화 새가슴 이면 비추
250,안무섭다 = 평점 낮음 / 이거 도대체 무슨 잣대임? 무서운 것만 따지지말고 스토리랑 복선이랑 구성
251,신부 전투력 매우 낮음
252,무섭지도 않고 재밌지도 않고  신부는 무슨 민폐캐릭터  엑소시즘도 아닌것이 뭔지 모르겠음
253,흩어지면  죽고  뭉치면 산다
254,개유치하네 장르 코미디로 분류해야할듯
255,영화관에서 안보길 잘했지
256,딱 초딩용 공포물인듯 호감순 평점에 속았다
257,십자가로 구마해도 십자가가 불에 타고 몸에 불이 붙어도 안죽는 무형의 귀신을 총으로 쏴 죽인다는 연출은 어디서 배운거냐? 귀신을 총으로 쏴죽인다? 여기서 공포감 싹 사라지고 실소와 한숨만 나오더라. 무서운 좋은 소재...
258,진짜 기대하고 봤는데...  정말 졸작이네여 ㅠ  진짜 보지 마시길..
259,농부총각 개불쌍 ㅠ 괜히 도와주러 갔다가.. 컨저링2가 훨씬 재밌고 무서움
260,공포보단 좀비?sf영화 같았어요. 남자 신부 첨에 나올때 쌘캐인줄 알았는데 곱나 무쓸모ㅋㅋㅋ 서로 좀 뭉쳐다니지
261,좀비물인듯 아닌듯~ 공포영화인듯 아닌듯~ 실상은 코미디 영화 ㅋㅋㅋ
262,극 실망 3류 좀비물 급의 영화
263,최악인데 재밌다고 하는거 다 알바?
264,나만 당할 수 없다는 알바들이 10점 주는건가?
265,이 평점에 속아서..만원 날렸습니다. 진심으로 보지마세요. 무섭지도. 스토리도 없습니다. 진심입니다.
266,염력 이후로 처음 평점을 남깁니다. 안타깝습니다. 정말 안타깝습니다. 안타깝기 그지없습니다. 평점 1점이 아깝다는 생각이 또 들다니.
267,돈주고 볼영화는 아니다
268,보지마. 시간과 돈이 아깝다.
269,무섭고 괜찮았어요 ㅎㅎㅎ
270,전작에 비해 약했지만 재밌음
271,발락 기대했는데 아쉬워..
272,진짜 지루함  올해 최악의영화 .... 더 넌을 못피햇네 ...
273,코미디 영화인지
274,수녀가 나오는영화면 기도문이라도 가톨릭에  맞게 번역하든가....
275,컨저링 시리즈 좋아해서 어김없이 봤는데 웃겨서 웃음이 나오더라 공포영화야 코미디영화야?...
276,적당한 공포와 적당한 스토리
277,공포는어디에?정말재미없게봤음
278,(약스포) 내용도 없고 좀비는 왜 나오고... 수녀귀신은 컨저링에서 더 무서웠음
279,공포영화보면서 잔적 처음..진짜 재미없었다
280,엑소시즘이라는 신선한 소재를 갑툭튀와 판타지로 처참하게 관철시켜버린 폐급 아류작... 컨저링과 에나벨의 닉값버프로 멱살캐리
281,무서운거 못보는 사람들도 보고선 뭐지 무서운영화맞나? 하는영화 친구가 몇 번 뒤에서 어흥 하고 놀래키는 느낌 이상도 이하도 아닌 무서움
282,깜짝 놀라게 만드는 장치만 있고 진부하며 설정의 충돌등과 무리수들이 몰입을 방해한다 좀 심하게 말하면 컨저링2에서 끝냈어야 했다
283,아쉬움이 좀 남지만 볼만은 햇어요
284,초반분위기를 끝까지 이어가지못해 아쉽네
285,이전 컨저링에비하면 쏘쏘한것같습니다. 수녀얘기라고해서 발락수년가된이야기인줄알았는데.. 큰반전은없었고 좀 몇번놀라는정도였습니다.
286,누가 이딴거 처 만들었냐 오기생겨서 새벽에도 끝까지 본 내 인생이 레전드다 진짜
287,진짜 공포영화 원래 잘 못보는데 이건 진짜.. 초반에만 내가 괜히 겁먹어서 한두번 놀란거 빼곤 그냥 감흥이 없었다. 그리고 무슨 신부들은 하는거 아무것도 없고 그냥 일반시민 프렌치가 캐리하고다님 ㅋㅋ 스토리도 너무 ...
288,나름 볼만함. 최근에 개봉한 한국영화들보다는 낫다.
289,극장에 볼 영화가 없어서.그나마 외화를 골라봄.공포영화지만 그다지 안무섭다기도해서~ 그.. 프렌치 라는 착한 젊은이의 기구한 일생이 가슴아팠음 ㅠ.ㅠ
290,기대많이 했는데.. 많이한게 실수네요.ㅠ보다가 잠들었어요..ㅠ
291,1점도아까운 저급공포영화
292,생각보다 많이 무서웠는데;;
293,허술하게 만든 공포영화는 확실히 아니었어요
294,스토리 연출 몰입감은 역대 컨저링 유니버스 중에 최고.스토리에 몰입하면 왜 무서운지 알것임
295,눈 코 입 귀 다 막아야 볼 수 있는 영화 ㅠㅠ
296,뻥 안치고 댓글에 숨쉴틈없다는거에 100% 핵공감 너무너무 재밌음 몸에열이많아 덥다는느낌 들었는데 싹 ~ 씻겨진느낌
297,재미있었습니다 귀신도 자주나오고 컨저링2보고 보니 더 재미있었네요^^요새 공포영화에 빠져서 빨리 또 공포영화 개봉햇으면 좋겠네요
298,시간가는줄모름갠적으로잼썻음
299,믿고 보는 영화네 ~~~
300,ㄹㅇ 심장이 발락발락했다고 ㄷㄷ
301,이전 컨저링 시리즈에 비해 깜놀하는 구간은 많지만
