,content
199,완전 재밋게 봤는데... 2편 안나오나요?
200,불가역적 비극적 운명의 파도를 '웃기게' 표현하다니?
201,인생 최고의 코메디 영화로 인정합니다. 공포인줄 알고 봤다가 웃다가 배아픔
202,세상에서 가장 무서운건 할망구??
203,재밌음. 8점 정도는 충분한 수작. 여주가 너무 불쌍하다. 대출이야 가능했겠지만 그러려면 본인이 희생해야 되는데
204,나쁘지않아점수가너무낮아서 십점
205,파헤친 무덤에 물이차오르는 장면에서 할머니 이름세긴 묘비맞고 실신해서 여주 물속으로 가라앉는 장면에서 미친듯이 웃었다
206,진짜 이제 그만 좀 해라 라는 말이 절로 나올 지경
207,미친 할망구땜에 불쌍한 여주 개고생하는 영화. 할망구 졸리 짱남
208,공포물 무서워서 못보는 관객들을 위해 샘 레이미가 선물하는 단짠단짠 공포물. 호러와 코믹의 결합은 놀라웠다. 그건 그렇고
209,ㅜㅜ여주너무불쌍..미친할망구
210,시간가는줄 모르고 봤음
211,ㅋㅋ 예고편을 개막장3류영화처럼만들었네
212,ㅋㅋㅋㅋ 무서워야 되는데 웃긴다 여주인공은 불쌍함;; 여주보는 맛에 봤다
213,연기가 죽여줘요. 미친 할망구. 왜 은행원한테 OO이야. 니 인생을 저주해라.
214,이거 몰입도도 괜찮고 재밌는데 평점 왜이러냥 7점 후반대정도가 적절한 평점같아서 10점 주고감
215,호러매니아로써 최고!
216,샤이어~ 할망구 짱짱맨 ㅋㅋㅋ
217,전에 재밌게 봤던 영화네요.
218,너무 가혹하다.... 대출 안해줘서 지옥가야한다는게
219,1408
220,샘레이미만의 병맛 코믹호러는 따라갈자가 없다
221,사전정보없이 봤는데 꿀잼ㅋㅋ
222,역시 샘 레이미 명불허전
223,즐거운 공포영화가 무엇인지를 보여준 작품
224,ㅆ ㅣ발놈의 할망구 ㅈ ㅣ랄맞네
225,적당히 긴장되고 적당히 무서운데 완전히 웃긴 영화 ㅋ
226,무서운영화 시리즈와 어릴때보먼 유령 케스퍼 수준의 연출. 반전도 예상했어.  유머코드를 차라리 빼버리고 하드보일드하게 나았으면 8점준다.
227,샘 레이미식 호러의 정수.. 다만 저주를 내리는 계기가 다소 황당하다는 점에서는 너무 작위적인 티가
228,별로 무섭진 않지만 흥미롭게 볼 순 있다.
229,잔인하지 않은 코미디식 공포물. 재밌습니다.
230,롤러코스터가 끝난줄 알았는데 아니네?
