,content
269,주인공의 연기와 매력이!!!
270,또 영화 비교하면서 공감 구걸하는 사람 나오겠지
271,이번편은 슬프기도ㅠㅠㅠ 3도 나올거 같은데 봐야겠어
272,공포영화의 법칙을 그대로 따르는군.. 여주 존예..
273,킬링타임용으로도 힘든 B급영화
274,그럭저럭이지만 평점이 너무 높아서 1점 준다. 미스터리는 미스터리로 남기길 바랬는데 이상한 물리 집어넣어서 망했다
275,OOO들아 1편 돌려놔라
276,1편에 똥 싸질러내는 영화 너무나도 무리수많이둠
277,지루할 틈 없이 재미있었던 영화.. 여주 매력적이에요ㅎ
278,트리 카터 너무 귀여워~
279,1편 재밌게 봤는데 2는 재미없다고해서 기대안하고봤는데 ㅋㅋ개뿔 역시재밌더라 ㅋㅋㅋ 여주핵사이다 ㅠㅜ감동재미다있고 남주더잘생겨짐
280,와.. 진짜 2편도 재밌네요 과연 3편에서는 어떻게 될지 ㄷㄷ;
281,재밋쇼용. 원보다 나은 2. 3로도 개안캐쏘
282,전작의 재미있는 부분은 버리고 지루한 부분만 다 계승했다.
283,진짜 ㅈㄴ 재미없다 평점10점은 양심이있냐다들 속지 마시길
284,거지같은영화였음 공포는 미지로부터 오는데 뭐 이렇게 구구절절설명하냐 존나 촌스러워짐 1편의장점 어디감?1편은 정말 왜 여주가 죽어야하는가 그게 미스테리고 공포였는데.. 여주 트리의 감정선과 행동도 이해안갔다 세상누가...
285,ㅈㄴ 노잼 보지 마세요 노잼~~~~
286,개인적으로 1편이 더 재밌었어여
287,1점도 주기 아까움 스터리 개이상함
288,감동
289,장르가 공포였다가 액션에 가족사랑에 로맨스에 공학까지 다 나오네 그냥
290,1편은 좀 미국식 개그 재미난 부분도 있고 잘봤는데 이건 재미도 없고 감동도 없고 불효년
291,댓글알바냐 시ㅡㅡㅡfoot
292,1편보다 못하고 그냥 그럼.
293,알바 믿지 마세용 개노댐..
294,꼭 보세요 모두들 너무너무 재밌어서 다시보고싶을 정도에요 꼭 보세요
295,돈주고보기엔 너무 아까운 영화. 스토리는 나쁘지않았지만 공포영화라고 하기엔 하나도 무섭지않았음
296,유얼게이유얼게이유얼게이
297,핵노잼됨 여주 친구는 마지막에 뭐그리잘못했다고 장님연기까지하면서 도와줬구만 ㅡㅡ;;
298,1편 보고 봐야됨지미있쒀!
299,발렌타이데이는 해피디스데이
300,공포도 보고싶은데 코믹까지 원한다면 이 영화 추천 ㅎㅎ마지막 멘트는 진짜 멋있었음
301,1은 신선했지만 2은 유치했음
302,장르가 공포영화가 아니라 과학영화이어야할듯 무슨 인터스텔라 따라한 것도 아니고 참...보는 내내 안타까웠음
303,확실히 더이상 공포 장르는 아님. 그러나 1편을 뛰어넘는 재미와 연출력 등으로 시간 가는줄 모르고 봤다.
304,재밌게 보긴 했으나 본편보다 나은 속편은 없다고... 전혀 무섭진 않았고 과학 영화 느낌
