,content
249,좀비 영화 중 당연 으뜸!!!
250,레지던트 이블과 함께 좀비영화계의 양대산맥.
251,그야말로 영화계의 메시
252,CJ말고 개구하러 달러간년이 디졋어야되는데 개하나 구하겠다고 앞뒤안가리고 처달려나가는 개발암년 ㅋㅋ
253,유리깼을때 여주인공은 그걸 맨발로 밟았냐?그리고 헬리콥터가 그냥 지나간이유는?
254,여자 주인공도 개때리고 싶고 앤디<개ㅜ새끼 데리러 간 년인게 ㅈㄴ 어이 없음ㅋㅋ 앤디는 구하러 가지도 않았으면서 멍멍이련은 바로 살리러 가네
255,현대 좀비영화의 바이블.
256,좀비 영화의 모든 소스가득!!!
257,진짜 이걸로 좀비영화 빠지게 되서 좀비영화란 좀비영화는 거의 다봤는데진짜 이 영화 따라올게 없네..
258,거를 타선이 없음 킹덤이런거는 끼지도 못함
259,상황 판단 못하는 메키인가 뭔가 남편놈이랑 개이기적인 스티브 새끼 때문에 개빡쳤다
260,
261,좀비영화의 교과서다. 20여년이 다되가고있는데 따라올 영화가 없네
262,좀비영화의 표본. 잭~ 빨리 2편 끓여줘요. 현기증 난단 말이에요ㅠ
263,내 인생 역사에서 좀비물중 가장 긴장하며 재밌게 봤다.
264,재밌음 ㅋㅋ제목은 오래전들었는데 첨봄
265,2020에도보러옴.
266,좀비 영화에 마스터피스
267,개봉한지 16년 됬지만
268,친구랑 벌벌떨며 봤던 게 벌써 13년 전. 영상미는 떨어지지만 다시 봐도 수작. 이 영화 본 후부터 좀비게임부터 좀비드라마 좀비영화에 푹 빠지게 됐다.
269,아 대박 액션이다 cj ㅠㅠ
270,좀비 영화중 단연 최고임. 이걸 뛰어 넘는 좀비 영화가 아직까지도 없음
271,좀비 영화의 근본을 만들어준 기념비적인 작품.  쓸데 없는걸 잘라내고 달려간다.
272,애기좀비는 생각을 못했는데 감독님 상상이 대단하네요
273,재난 영화에서 가장 한심한 사람 = OOO 하나 구하겠다고 목숨을 거는 사람
274,재개봉 해야되는데..
275,2시간내내 정말 흥미롭게 봤다. 조금만 야한 장면이 더 많았으면 좋았을텐데... CJ가 가장 합리적으로 행동하는 듯. 그러나 극한의 공포상황에서 합리적으로 생각할 수 있는 것이 대단한 것이기에 다른 사람들을 비난할 ...
276,내가 좀비영화에 관심을 가지게 만든 시초...
277,평점이 너무 낮은데..
278,스릴넘치는 좀비영화 지존
279,10년도 더 전에 극장에서 참 재밌게 보고티비에서 보여줄 때 마다 또 봐도 참 재밌네요^^가끔씩 고구마장면 나오는데이미 평점에 쓰셨네요.평화주의도 필요하지만 상황과 장소를 따져서 민폐끼치지 않게 이성적으로 판단해야지...
280,티비서 할때마다 채널 안돌리고 보게되는 농약같은 좀비 바이블..넷플렉스에서2편 찍는다고 하는돼..제갈 극장용 제작했으면 넷은 폴라정도 빼고 영화는 아닌듯ㅠ
281,수많은 좀비영화를 봤지만 이만한 좀비영화는 아직까지 없다.. 좀비영화의 정석같은느낌...
282,이게 2004년 작품이라고?
283,좀비영화의 최고봉이라고 자신있게 말할수 있다
284,잭 스나이더의 최고의 데뷔작이자 최고의 영화.
285,여전히 좀비물 명작 중 명작
286,역사상 최고의 좀비영화
287,좀비영화중 베스트!
288,15년만에 다시봐도 쫄깃하네 마음대로 안되는 스토리 진행이 마음에 들어 비록 짜증유발하게 하더라도 그게 매력!
289,다시봐도 명품좀비영화임
