,content
2편부터는 각본가가 바껴서 스토리의 개연성을 죽여버렸다 좀 루즈해지기도 했고.... 합체로봇을 보는것만으로 만족.
1탄,2탄,은 역시  재밌네요
내인생 최고의 영화 옵티머스프라임존멋
투까진 참 재밋었는뎅...
그래 2까진 괜찮았다 이이후로는 ....
뒤늦게 트랜스포머에 빠져 정주행중인데 옵티머스 왜케 멋있어...범블비도 짱 옵티머스 죽을때 엄청 눈물 났는데 나중에라도 살려줘서 다행.
이랬던 명작이 어찌 후속이 나올수록 망하는지 ㅠㅠ 5편에 기대해 봅니다.
진짜 난여자인데 트랜스포머시리즈다좋아함 한개도빼놓지않고다영화관에서봤는데 지금케이블방송에서2보고있는데 와진짜언제봐도잘만들었는데 이런몰재미없는사람들한텐재미없는데 진짜이런거좋아하는사람들한테는 엄청엄청재밌음!!
시리즈중에서 가장 마음에드내요.
마이클 베이. 그의 재능이 더이상 새롭지 않다.
ost 좋다. 끝. 다른 면에서는 최악 중의 최악(3보단 나음)
개인적으로 트랜스포머 시리즈 중 여운은 제일 많이 남는 영화.
ㅅㅂ 폴른을 5분만에 퇴장시키네
정말 예쁘나 매력이 없는
최고 ! 영화관에서 보고 난 후 모든차가 변신할꺼 같았던ㅎㅎ
사운드웨이브 개멋있어
별루 재미없다...
5분 설명이 더 재미있더라 ㄱ-
과감히 말하겠다. 임팩트없고 짜증나는 싸구려 로봇영화 그 이상 그 이하도 아니다.
전작의 흥행을 이용해서 돈벌이 하는 허접한 초딩영화
솔직히 1편보다 별로고 산만해...
발로쓴 스토리에 억지범벅 보면서 기절하는줄 알았다
1편 보다 훨씬 못하다...만화 같다....
스토리도 없고, 그래픽도 돈만 많이 쳐발랐지 볼거없는 영화, 무슨 파워레인져같은
전형적인 애들영화... 돈은 좀 들인것 같지만 평점 8점이 넘는다는것은 억지스럽다.
헐..잼없음 보시는 분 후회함..어린애들이 조아할만한거임//만든 건 뭐 잘만들었음^^;
완전잼없음 나 보다가 잘뻔했음/보다가 뛰쳐나가고싶었음
님들아 이거 CG빨임 내용볼꺼없음 보다가 숙면을취하다나왔네.
환상적인 영상빼곤 볼게 없던 영화
이 따위 보여줄려고 한국 개무시 했냐?
아아 초딩영화
너무 지루하다.. 더이상은 재미도 감동도 없고 유치하다.  3편 나오면 절대 안본다
아 지루해. 야한장면은 진짜 많고. 취침실이냐? 영화관이냐?
한6점 정도 적당, 내 인생에서 보다가 잔 영화 3편중에 하나;;; 이렇게 식상할 수가
T3 보고 나왔을 때의 OOO 기분이다. 돈벌려고 영화를 발로 만들었군
평점이 왜이리 높아?6점이 적당하다
프랜스포머는 1에서 끝냈어야했다. 차라리 파워레인저가 더 재밌겠다.
10점준애들 알바뛰지마라 ㅡㅡ 이딴쓰레기영화 별 0점줘도 안아까워
이거 시나리오도 이상하고, 보는데 머리 깨질거 같네.뭔놈의 기게만 줄기차게 나오는.
1보다는 덜하지만 여전히 재밌다
마이클 베이의 트랜스포머는 여기까지
딱 2까지만 명작 그 후론 옵티머스 보려고 봣다
본격 지구방위대 미군 홍보영화 그래도 2편까지는 역대급이라고 봄 ㅇㅈ? 노 메간폭스 노 트랜스포머 ㅇㅈ? 그리고 진짜 주인공은 시몬스 아재랑 젯파이어인 거도 ㅇㅈ?
ㅋㅋ트랜스포머가명작이라는사람도있나..이영화가평점8점넘는게 네이버의수치다
쓰레기다 별점주기가 아깝다 디워랑 쌍벽
이걸 재밌다고 보는 애들은 진짜 생각없이 영화본다
트랜스포머시리즈는 너무 지루해 ;;
아오 너넨 이런게 좋냐?
장난감 놀이
당최 눈앞에서 뭔일이 펼쳐지는건지는 알아보게 만들어야 될거 아냐
슈퍼카, 미녀 여친, 변신 로봇. 볼거리는 그대로인데 150분 내내 공허함만 남는다.
마이클베이 영화이젠 안본다..ㅠㅠ
당췌 몰입이 안됨... 그냥1편에서 끝냈어야함.
전작을 망친 쓰레기
너무 억지다
옵티머스를 죽이지 말거나 ... 옵티머스를 살리지 말거나 ... 둘중 하나를 선택했어야 했다 ...
2편에서부터 스토리가 이상해지는건 사실이지만 그래도 명작이고 내가 가장 좋아하는 영화. 아무리 다시봐도 질리지 않는다
난 솔직히 트포3까지는 좋았음 근데 4부터 스토리가 이상하게 흘러가더라...5는 말할것도 없고....
1편까지만 만들자 제발
최고중에  정말 굿입니다 스케일대박~
트랜스포머1,2,3 전부 다 너무 재밌었어개인적으로 2가 꿀잼
나는 잘보고 있습니다.하지만 뭔가 허전해요  4,5편 비추천
솔직히 2편까진 명작인데 너무 과소평가하시네다들
문화유산 때려부시는 외계로봇들의 지구지키기(?)

사막에서 펼쳐지는 메간폭스의 질주- 베이워치
옵티머스 일어나!!! 따당이가 와짜나!!!
그래도 여기까지는 스토리라인도 살아있고 괜찮았음
정신없고 화려한 로봇들의 액션의 향연
1편과 차이가 무엇이던가?? 장면장면 본 듯한 마이클베이 식 화면들...
부수고 때리고 뒹구르고(무한반복)
유치함의 절정을 찍어누르는
솔직히 2편은 좀 배가 산으로 간듯./.
거대 로봇들의 대결이 아니라 로봇 장난감들의 대결 같다. 트랜스포머의 대는 여기서 끊겼다 해도 과언이 아니다.
인간적으로 평점 너무 높다. 진짜 이거 보고 얼마나 실망했는지... 폴른정도의 소재를 저렇게밖에 못써먹냐. 뭣보다 미군무쌍 이건 너무 심하지 않냐. 디셉티콘은 머리가 퇴화됐는지, 애니부터 1편까지 이어져 오던 위장은...
굿 재밌게봤습니다 ^^
재미
영화관에서 보다 나온 영화는 처음이다. 태권V 그래픽강화 버젼.
오토봇이 주연인데.. 오토봇은 무용인... 미군 홍보영화... 소위말해 OOO기...
소재 고갈에 미국 영화계가 미쳐가고 있다는 생각밖에 안든다.
졸라상업적인쓰레기영화다.
1점짜리는 아니지만 평점이 너무 높아서~
다 무난한데 배우들이 말을 너무빨리해 진짜 쉴새없이 떠듬 으악
이건뭐 내용도 없고 액션신도 별로고 지루해 디지는줄..
내생에 최악의 영화였다 유치함에 손발이 오그라듬
최악임
디워보다 재미없다..허술한 유치뽕짝영화..
때려부시고.. 파괴하고... 역시 블록퍼스터 영화이다... 마지막에 나온건 건담인가??
더럽게 재미없었을뿐..
명작 트랜스포머 시리즈중 2까진 괜찮았다고 생각한다 3부터 망하기 시작했지..
난 딱 2까지만 싸랑한드
3편까지는 진짜 어느정도괜찮았고 1편2편은 훌륭했다고보는데 4편부터는 스토리가산으로가서..마베가 관여안하는 범블비를통해서  트포리부트도 성공했으면.
이걸 또 ㅈ지훈이!! 오역가 퇴출 희망
그래도 2편까지는 볼만했음
재밌었어요~! 메간폭스 연기못한다고 욕먹었었다던데..저는 정말 좋았습니다ㅎㅎ
솔직히 트랜슾포머 2편까지는 믿고 봐줄만했음. 스토리도 좋고 액션도 좋고 재밌었음
사막의 전투신은 최고의 장면이다, 옵티머스의 죽음이라는 반전 요소와 고대 트랜스포머라는 역사적 스토리까지 첨가해서 더욱 볼만하다.
1편보다 풍부해진 액션과 영상미를 주목하길
1 변신 2합체 3전쟁 4쥬라기 5망작
거대한 액션 회오리가 한바탕 몰아치고 남는건 아무것도
영화중에서 甲이다 진짜로
꽤 괜찮았던 속편. 굿.
트랜스포머시리즈  다  재밌음 아이 러브 샘~~~~
보통이었다. 매니아들은 좋아하겠지만, 질린다
시나리오 개똥. 그리고 범블비는 목소리를 되찾지 말아야했어.
이런 영화 두번나오기 힘든데..개인적으로 2가 더 재미있다
1에서 옵티머스 프라임을 떡 바르던 메가트론은, 숲속에서 옵티머스에게 농락 당하다가 뒷치기로 겨우 이기고, 끝판 대장인 줄 알았던 폴른은, 어마어마한 포스를 풍기더니 각성한 옵티머스에서 얼굴 가죽이 벗겨진 채 죽고....
마이클 베이가 달라졌어요
스토리가 길을 잃고 헤매다 지지고 볶고 싸운다. 뭐 싸우는건 삐까뻔쩍하네
인간의 비중이 너무 높아졌다옵티머스가 죽고 다른로봇들을 띄워주기는 커녕 미군들만이총질을 할뿐이였다
그냥 말이 필요 없다 무조건 10점이다
계속 봐도 재미있는 영화다!! 내가 느끼기에는 영화 장면에맞게 노을질때 보며는 참 묘한기분이들지...!
범블비
Sf 블록버스터 영화중에 끝판왕임 ... 진심대박
형만한 아우없고 본편만한 속편없다
마이클베이 최대의 망작영화 전개도 번역도 엉망진창이고 볼만한건 CG밖에없다
전편보다 너무 허술해졌고,이제는 스토리따위는 말아먹은 것 같음(1과 2편이 맞지 않음)
유치하고 손발이 오그라들어서 이거잼다는 애들은 초딩확실..
이럴 수가. 누가 보면 명작인줄 알겠다. 평점이 왜 이리 높아?
아니 이런 놀라운 그래픽에 이정도 재미면 박수치고 절해야되
트랜스포머시리즈는 참재미있는거같네요
어벤져스 보고 이영화가 생각났는데 2편인지3편인지 기억도 안나지만 정말 재미없었다
1편과 마찬가지로 뛰어난 영상미를 보여주지만 마지막부분 임팩트가 덜한 느낌
범블비 너무 멋있어졌어! 1보다 화려하고 2보다 덜 눈아프다. 디셉티콘 너무 약해졌어
나 대충보다가 한번진지하게집중해서봤는데.쩔어
말이필요없다신임
뭔가 대단한 걸 보는듯 한데 감흥은 없는 기이한 현상.
멋지다.. 정말
2개재밌음 ㅋㅋ 제트프라임 쩔어
1편보다 훨씬못한 졸작.
액션이 이렇게 많은데도 지루하다니...재미없다고하면 팬들이 죽이려고해서 말도 못해
중반부터 하품나왔음
0점없나 감독나와 ㅡㅡ
우리나라에서 만든 자동차가 아시아 비하하는 원숭이라니 ㅡㅡ;;
음..... 뭐랄까? 내가 본 부분은 전개가 빨라이해가 않되고.. 시간낭비.....
쓰레기네. 시간이 아깝다..
변신장면만 있는 엉성한 B급 SF 영화. 스토리는 정말 없다.
2에서 끝냈어야 했는데 너무 많이 와버렸다
이거 극장에서 진짜 재밌게 봤었짘ㅋㅋㅋㅋ 샘이 큐브? 아무튼 그 효과 덕분에 천문학책을 엄청 빨리 읽어서 그 덕분에 피라미드에서 실마리를 찾아낸 추리 부분에서 좀 소름.. 복선을 적절히 사용해서 좋았음. 근데 3편에...
차들이 너무섹시해....♥
전편보다 스케일은 커졌는데 로봇들 개성, 이야기 같은 건 1편에 비하면 좀 많이 딸리는듯...
잼다!!
3보다 훨씬 재밌다. 그렇다고 1편보다 괜찮다는건 아니고;;;
역시트랜스포머
3/1은 잔듯... 완전 졸림... 왠놈의 슬로우모션이 그리 많은지...
재밌는데 영화 영어 제목보면 fallen인데 이걸 패자로 해석한것 같은데 로봇이름이 폴른아닌가?
패자의복수를받아라~~~
트랜스포머 시리즈는 확실히 2편부터 지루해지기 시작했다
트랜스포머 후속작들을 보고서야 역시 1편이 명작이라는걸 알았다
진짜 트랜스포머는 딱 2편까지가 레전드 솔직히 3편도 볼만함 근데 4편부턴 보질말자 ...
(옵티머스),(제트파이어) 합체 제트프라임♡
2020년에 나는 OST를 듣고 이 영화를 처음 알게 되었다.막상 영화를 보니 되게 재밌어서 이 영화에 푹 빠지게 되었다.
2편까지는 꽤 괜찮았는데..
그냥 무조건 일단 봐야 함
진짜 재밌게 잘 봤는데 마무리 왜저래.. 거의 십초컷 아님? 좀 허무 ㅋㅋ
무난 그냥 로봇이 거의 안나옴
패자의 역습이라는 것은 분명 스타워즈에서 영향을 받았으리라. 고대 유적에서 오토봇이 나오는 설정은 호불호가 있을듯. 여전히 cg는 화려하고 정신없다
멋진 프라임과 샘의 희생. 그게 전부. 지치노라.
과하기에 떨어지는 블록버스터의 매력. 과한 액션에 오히려 감각은 둔감해진다.
그저그럼 트랜스포머빠이
괜히 옵티머스 옵티머스 하는게 아니었다!
3보단 그래도 볼만함..
만화 플룻. 볼거리는 충분.
SR-71때문에 다시 보게 됐는데, 예전엔 유치하게 느껴지던게, 오히려 나이 먹고 봤는데도 참신하게 느껴졌다... 메간폭스의 섹시함도 마찬가지..
그냥 로보트 싸움 구경이지 머~~
꿀잼~ 이 영화만한게없죠~ 근데 좀 스토리가 비다?
재밌어요
인간들 비중이 좀 많긴 하지만 무난하다.
특유의 트랜스포머의 장점을 잘 보여주지 못한 영화이다
뭐이리 시끄럽노..
다른 사람과 달리 전편보다 재미있게 봤다. 다만 후반부가 너무 어처구니없이 단숨에 끝나서 그게 좀 실망스러웠다.
1편의 충격적인 CG를 떠올렸을 때  2편부턴 1편을 넘기 힘들 것임을 깨달았다.
전작이 그 해에 훌륭한 영화로 손꼽을 만 한 작품이었다면, 후속작은 실망한 영화로 손꼽을 만 한 작품이었다. 내용이 엉망진창이다. 영상은 그럭저럭이지만, 내용전개가 터무니 없이 엉망진창.... 그뿐
전편 그대로 답습
정말 최고예요! 이 영화야 말로 제가 찾던 영화입니다. 지금도 제 머리속에 가득하군요.이 영화를 본지 2~3년은 된는데 말이죠하여튼 이 영화는 최고입니다!~~~ 사랑해요 트렌스포머!♥♥♥
1보단 재미없었지만 이영화도괜찮음
좋았던 전작시리즈를 제대로 물한번 먹인 작품. 오락성은 있지만 한번 물에 집어 넣었다 뺀 것이고 3는 영화를 물고문시켰다.
규모도 더 커지고 로봇들 액션 너무 멋있음
역시 예상했던대로 액션 말고는 볼거리없음
1편보다 나은 2편은 없다...즐기기엔 좋앗다
로봇대전 볼만합니다. 스토리가 너무 빈약하지만.
내용도 볼만하고 ost도 좋음
엔딩에서 Linkin Park OST는 정말.. 대박.
최고! 말이 필요없음ㅋㅋ
시각적인 효과만큼은 압권
너무  재미있다. 그런데 아이언하이드,라쳇,알씨 이런 얘들 분량없어서 좀 아쉬었다.
멋진
시리즈중 가장 좋은듯...
굳
기대한 것 만큼 재미없었으나 그래도 꽤 재밌었음
코믹 액션  골고루섞임
내용을 잃으니 갈길 또한 잃는다.
로봇들보다 천조국의 국방력에 입이 떡 벌어진다. 부럽다 강대국..
범블비 봐서 좋았다ㅎㅎ어쨌든 재밌긴 재밌는 시리즈다
지루한부분이있지만 나름 재밌음ㅇㅇ
눈은 즐겁지만 시끄럽고 정신없었슴 1편보다 못한듯
1편의 업적을 말끔히 없애버린 작품.
트랜스포머..영원히 스릉한다..마이클베이오빠도 사랑하고 샤이아라보프오빠도 사랑한다..2014년6월30일을 기다릴게요..트랜스포머4!!!
내 생에 해리포터 , 타이타닉 , 트랜스포머는 잊을수없는 명작
옵티머스 프라임이 너무 멋있기 때문에...
웅장한 스케일에 여전히 눈과 귀는 즐겁지만 1편에 비해 스토리면에서 완성도는 떨어지는듯...막판에 좀 서둘러서 끝내는듯한 느낌?
최고
2편가진 좋았음 ㅋ
이게 영화지
아싸 가오리
샤이아 가족과 친구의 오버와 병사들의 건조한 사막의 전투는 별로
스케일은 박수 쳐줄만 한대, 내용은 별루에요
1편이랑 비슷하다. 나아진게 없는듯.
넘재미있음
어떤영화든 객관적으로 봤을때 2가 확실히 재미있다 트랜스 포머는 2-1-3순으로 재미나자
개인적으로 트랜스포머 시리즈 중에 가장 재밌음.솔까말 3는 1하고 2에 비해선...
위대한 바퀴 발 사이드스와이프!!!!!사이드웨이즈 반동강낼 때 짱!!
앉아서편하게보면서 놀라운수준의그래픽과 연출을보면서 욕하는 놈년들은뭐냐?
ㅋ짱
넌!쓰러지고!난!일어난다!
처음 1편을 봤을때 만큼은 아니지만, 역시 트랜스포머 이름값을 하네요.
스토리는 유치 근데 재밌음 범블비짱
최고야
재밋는데
그냥 1,2 보다는 별로
가장 강하다는 플론이 그렇게 허무하게 죽고 수적으로 많은 디셉드콘이 너무 처참..
난 2가 제일 재밌던데
본편만한 속편은 없지만 그래도 좋음
마베향님의 무리수. 이놈저놈 애들 죽이다가 다시 살리고 포스 작렬 플론은 몇분만에 사망
전편의 2가지 로망이 사라졌구나..변신로봇과 메간 폭스
그냥... 이유없이 부수고 부수고 죽이고... 재미는 있음
처음과 끝만 보면 되는 영화. 마이클베이가 이런걸 만든다는게 의심스럽다.
이런영화 10점안주면 먼재미로 영화본데 ㅋㅋ 영화재미를 못느끼는애들 불쌍ㅋ
살짝 싱거운듯
스릴 넘치는 굿영화
레알 최강임
좀 끼워맞춘 듯한 느낌이 든 고대프라임 전설이 실망스럽다
무엇이 되었든 눈은 시원
완전 최고
초반엔 좋았는데 막판에 갈수록 유치하다.
트랜스포머시리즈는개막강이다!!
완전 최고
지루한 느낌이 들기 시작했다
지금까지 본것중 액션최고!!!
"넌 영원한 내 첫차",,,젠장..서른인데도 아직 차가 없으니..
어딜 봐도 1보다 못했어. 반성해!
쵝오
최고임
파이팅
이것도굿
화려하긴 하지만 길게만 느껴지는 러닝타임
다시봐도 재밌네  영화구성에 정석이 있는 것도 아닌데 왜 눈요기 드립임...
이집트인들 좀 기분 나쁠듯 <<고대유적 피라미드를 대놓고 파괴;;
이런대작도 개봉전에는 5.51점이었군 ㅋㅋㅋ
트랜스포머 개찐팬입니다!트랜스포머2 개쌉재밌어용~♡
역시 역시 스릴러 장르 좋아 하지만 이런장르도 좋아`
10년 전에 재밌게 봤던 걸로 기억난다
트랜스포머2는 보면서 울었어여 짱
ㅋㅋㅋ "꼬마는 어딧나 ? "  " 웬일이니 목소리 깔아도 안멋잇거든" ㅋㅌㅋ 아 진짜 ㅋㅋ 존 나 웃기네
mmnnmmnmmnmmn
CG는 볼만한데 솔직히 지루했다
메간폭스 가슴만 보임..
제트파이어가 제일 멋있었다.
트랜스포머는 2에서 끝났어야 했어. 1편은 변신에 2편은 합체에 초점을 둔거 같음.
이때까지는 봐줄만했지만...
만점 오브 만점최고다
1편과 2편은 보고나서 뭔가 느낌이 있다. 스케일 크고 흥미로운 영화를 본 느낌. 밝고 경쾌한 느낌.3편은 뒤통수 맞는 느낌과 1, 2편에 비해 어두운 느낌. 하지만 여전히 기본적인 재미는 있다.4편은... 답이 없...
이 시리즈를 갈수록 점점 보는사람에게 화가나게 만든다.
전작보다는 모자라도 더 화려해졌다는 점이 점수 크게 먹고 간다.
완전 대박임!! 진짜 ㅋㅋㅋㅋ 트랜스포머 사랑함니다 ㅜ.ㅜ  ㅋㅋ
트랜스포머는 갠적으로 1편에서 멈췄어야한다고봄 박수칠때 떠나라는 말이 이 영화를 통해서 깨닫게됨 그래 2편도 솔직히 음 그닥이었음 왜냐면 1편의 임팩트가 너무 컸어서 근데 3은 만들지말았어야했음
OO...합체할때 울었다웅장해서
이 영화가 두시간이나 넘어야 하는지. 난 잘 모르겠다
패자의 역습까지는 트랜스포머도 재미 있다.
인간과 같이 협공한다는 점에서 진짜로 있을것 같은 조직성이 돋보여 보기 좋았다길어서 약간 지친긴 하지만
큐브조각으로 옵티머스 살리지, 굳이 이집트까지 갈 필요가 이었을까?
말이필요없지 존잼 ㅎㅎㅎ
트랜스포머를 돌려줘..
트랜스포머는 10점이다
여러분 이만한 영화 없어요
꿀잼임                              ㅜ류러 ㄹ오ㅓㅏ로ㅓㅏㅗ도 ㅇ러ㅗㅇ너ㅏ롲ㅇ나ㅗㄹㅇ너ㅗ라ㅓㅇ
여기까지는 봐줄만하다.
2까진 갠춘했는뎁... ㄷㄷ
인상적인 전작이랑 달리 아무리 재밌어도 반복되면 지겹다. 지루하고 식상했다
이번화가 가장 대작이다
sf.액션은 내가가장좋아하는장르인데, 이건좀아닌듯....스토리하나도없고, 액션도지나치다못해산만하기까지
최고최고최고최고최고
전체적으로 무난했다. 프라임의 극적인 연출을 위한 군더더기가 화려하긴 했지만 지루함도 느껴졌다
트포2도 괸찬고 재밌엇음 내가알던차랑 모르던차들도나오고..합체로봇도나오고  나는로봇도좋아하고 차도좋아하고..근데단지 졸트가병풍에다가존재감없는거보면 아쉽.
1편에 비하면 많이 떨어지지만 나쁘지는 않았던 것 같다.
거대 합체로봇 나온다고 광고하더니 합체장면만 나오고 죽음
진짜 범블비 너무 귀엽고 의리있으서 미쳐버리겠다 ㅠㅠ 짱짱
원래 로봇한테 빠진 적이 한 번도 없었는데... 옵티머스,범블비,크로스헤어,드리프트,하운드... 등등 너무 멋져서 시간만 된다면 또 보고 싶을 정도..ㅠ
괜찮아. 3만큼은 아니잖아.
난 젤 좋드만ㅋㅋ 3편부터는 주인공 바뀌어서 별로임.
1편 다음으로 가장 재밌었다.
이 영화때문에 내가 이스라엘 요르단  여행을 하게 되엇다...진심 페트라 성지를 보는순간 저긴 꼭 갈것이다란 확고한 신념이 생겻음
재밌다. 뭔가 부족한 부분이 있다 싶었지만.. 이 트랜스 포머 시리즈 영화 제작에 모든 노력을 쏟아부은 것에 박수를 친다.
1에비하면 허술한부분이 있긴하지만 아직까진 볼만했던 작품이었거늘....
그냥 재미지다 화려한걸로는 4탄이지만 2탄도 만만치 않음
트포 좋지 난 광팬이라서 다좋음
난 다시봐도 존잼이던데ㅋㅋㅋ4도 기대된다
전작의 경이로움은 없어지고, 중간 중간 난잡하다는 인상도 받지만, 그래도 여전히 놀라운 볼거리
이번편은 스토리,액션이 더좋아졌고 로봇영화의 한계를 뛰어넘는 영화이다!
그래도 2까지는 재밌었다. 재밌었음.
솔직히 2가 제일 재밌다. 그리고 3는 정말 넘사벽일 정도로 재미없다.
첫번째가 더 재밌긴했지만 나름괜찮았습니다!액션sf로 좀 중간이상인것같습니다.
3번봤는데도 미치게재밌다
진짜 대박
말이 필요해??
굳
킬링타임용으로도 부족하군
그냥 액션만 집어넣슴 시나링오 작가 파업 때문에 ㅡㅡ
재밋는 영화 였다
재밌다^^
마지막에 프라임날라댕길때의 임팩트빼곤..
개인적으로 사운드트랙이 원래 정말 좋아하던 곡이라서 정말 재밌게 봤습니다. 영화에 사운드트랙이 얼마나 중요한지 알게 해준영화.린킨파크의New Divide 흘러나오면서 나는 옵티머스프라임이다하는 마지막장면에 소름돋음....
기대이하였다
예천 처음 볼때는 재미 없더만 몇번 보니 코믹개그 부분이 잼있음. ㅋㅋ
안질려 몇번봐도 별점이왤캐낮은지모르겟다아나프라임한테 반함
이게 왜 8.12점인줄 모르겠다.
10번봐도안질렷다...ㅋㅋㅋㅋ 재밋게봤다 난..
시몬스 요원과 젯파이어가 가장 기억에 남는다 ! 옛날엔 서로 적이였어도 인간과 로봇이 서로 협력하며 이겨내는 모습이 크흐으으으 .. 여윽시
1편이 제일 재미는 있었지
왜 메가트론은 주연이고 옵티머스는 조연인가요?
즐거움을 넘어 통증이 온다
솔직히 트랜스포머3 까진 재미있음
1편보단 덜해도 워낙 좋아했던지라...
형만한 아우 없다지만..너무한거 아닌가? 그래도 2편까진 볼만하다.
5년 전에 본 거라 전체적인 스토리는 기억이 잘 안 나지만.. 마지막 옵티머스 프라임의 합체 장면은 여전히 아주 인상깊었던 기억으로 자리매김하고 있다.
후속작은 전작의 여운과 이미 익숙한 광경에 실패할 확률이 높은데 이영화는 그것을 꺠고 높을수 있는 기대치에 완벽하게 선사했다.
현재 로봇 영화계에서 최고고 괜찮은데 왜 재미없다는건지?;.그리고 원래 트랜스포머2는" 패자의 역습"이 아니에요.우리나라에서 해석 못하는 사람 중 한명이 잘못한거임.
2편까진 그래도 볼만햇어~~
이때부터 개판이 되어 가고 있다 ㅡㅡ
1편,3편보다 별로였다. 그래도 재밌었다.
진짜 기대를 저버리지 않는다.
다때려 부수는게 머가 재밌냐? 겁나 쓰레기다 스토리 밥말아먹고 전투씬만 1시간이상인것같다. 너무 지루해서 자기까지했다
1보다 재미없다 메가폭스마지막이다  3에서안 나온다
스토리 디워 = 트랜스포머2 동급
정말 재미 있었고 숲에서 옵티머스 죽을준 꿈에도 몰랐음.....3편은 좀 애바였음 역시 1,2,편이 제일 나음...
극장에서 진짜 재밌게 봤었는데... 1,2가 젤 재밌는거같아. 3편은 흠좀..
실망스러웠다. 전편이 너무 강력했나
